OT	Make yourself an ark of gopherwood; make rooms in the ark, and cover it inside and outside with pitch.
OT	And this is how you shall make it: The length of the ark shall be three hundred cubits, its width fifty cubits, and its height thirty cubits.
OT	You shall make a window for the ark, and you shall finish it to a cubit from above; and set the door of the ark in its side. You shall make it with lower, second, and third decks.
OT	And behold, I Myself am bringing floodwaters on the earth, to destroy from under heaven all flesh in which is the breath of life; everything that is on the earth shall die.
OT	But I will establish My covenant with you; and you shall go into the ark--you, your sons, your wife, and your sons' wives with you.
OT	And of every living thing of all flesh you shall bring two of every sort into the ark, to keep them alive with you; they shall be male and female.
OT	Of the birds after their kind, of animals after their kind, and of every creeping thing of the earth after its kind, two of every kind will come to you to keep them alive.
OT	And you shall take for yourself of all food that is eaten, and you shall gather it to yourself; and it shall be food for you and for them."
OT	Thus Noah did; according to all that God commanded him, so he did.
OT	You shall take with you seven each of every clean animal, a male and his female; two each of animals that are unclean, a male and his female;
OT	For after seven more days I will cause it to rain on the earth forty days and forty nights, and I will destroy from the face of the earth all living things that I have made."
OT	And Noah did according to all that the LORD commanded him.
OT	Noah was six hundred years old when the floodwaters were on the earth.
OT	So Noah, with his sons, his wife, and his sons' wives, went into the ark because of the waters of the flood.
OT	two by two they went into the ark to Noah, male and female, as God had commanded Noah.
OT	And it came to pass after seven days that the waters of the flood were on the earth.
OT	In the six hundredth year of Noah's life, in the second month, the seventeenth day of the month, on that day all the fountains of the great deep were broken up, and the windows of heaven were opened.
OT	And the rain was on the earth forty days and forty nights.
OT	On the very same day Noah and Noah's sons, Shem, Ham, and Japheth, and Noah's wife and the three wives of his sons with them, entered the ark--
OT	they and every beast after its kind, all cattle after their kind, every creeping thing that creeps on the earth after its kind, and every bird after its kind, every bird of every sort.
OT	And they went into the ark to Noah, two by two, of all flesh in which is the breath of life.
OT	Now the flood was on the earth forty days. The waters increased and lifted up the ark, and it rose high above the earth.
OT	The waters prevailed and greatly increased on the earth, and the ark moved about on the surface of the waters.
OT	And the waters prevailed exceedingly on the earth, and all the high hills under the whole heaven were covered.
OT	The waters prevailed fifteen cubits upward, and the mountains were covered.
OT	And all flesh died that moved on the earth: birds and cattle and beasts and every creeping thing that creeps on the earth, and every man.
OT	All in whose nostrils was the breath of the spirit of life, all that was on the dry land, died.
OT	So He destroyed all living things which were on the face of the ground: both man and cattle, creeping thing and bird of the air. They were destroyed from the earth. Only Noah and those who were with him in the ark remained alive.
OT	And the waters prevailed on the earth one hundred and fifty days.
OT	Then God remembered Noah, and every living thing, and all the animals that were with him in the ark. And God made a wind to pass over the earth, and the waters subsided.
OT	The fountains of the deep and the windows of heaven were also stopped, and the rain from heaven was restrained.
OT	And the waters receded continually from the earth. At the end of the hundred and fifty days the waters decreased.
OT	Then the ark rested in the seventh month, the seventeenth day of the month, on the mountains of Ararat.
OT	And the waters decreased continually until the tenth month. In the tenth month, on the first day of the month, the tops of the mountains were seen.
OT	So it came to pass, at the end of forty days, that Noah opened the window of the ark which he had made.
OT	Then he sent out a raven, which kept going to and fro until the waters had dried up from the earth.
OT	He also sent out from himself a dove, to see if the waters had receded from the face of the ground.
OT	But the dove found no resting place for the sole of her foot, and she returned into the ark to him, for the waters were on the face of the whole earth. So he put out his hand and took her, and drew her into the ark to himself.
OT	And he waited yet another seven days, and again he sent the dove out from the ark.
OT	Then the dove came to him in the evening, and behold, a freshly plucked olive leaf was in her mouth; and Noah knew that the waters had receded from the earth.
OT	So he waited yet another seven days and sent out the dove, which did not return again to him anymore.
OT	And it came to pass in the six hundred and first year, in the first month, the first day of the month, that the waters were dried up from the earth; and Noah removed the covering of the ark and looked, and indeed the surface of the ground was dry.
OT	"Go out of the ark, you and your wife, and your sons and your sons' wives with you.
OT	Bring out with you every living thing of all flesh that is with you: birds and cattle and every creeping thing that creeps on the earth, so that they may abound on the earth, and be fruitful and multiply on the earth."
OT	So Noah went out, and his sons and his wife and his sons' wives with him.
OT	Every animal, every creeping thing, every bird, and whatever creeps on the earth, according to their families, went out of the ark.
OT	Then Noah built an altar to the LORD, and took of every clean animal and of every clean bird, and offered burnt offerings on the altar.
OT	And the LORD smelled a soothing aroma. Then the LORD said in His heart, "I will never again curse the ground for man's sake, although the imagination of man's heart is evil from his youth; nor will I again destroy every living thing as I have done.
OT	So God blessed Noah and his sons, and said to them: "Be fruitful and multiply, and fill the earth.
OT	And the fear of you and the dread of you shall be on every beast of the earth, on every bird of the air, on all that move on the earth, and on all the fish of the sea. They are given into your hand.
OT	Every moving thing that lives shall be food for you. I have given you all things, even as the green herbs.
OT	Surely for your lifeblood I will demand a reckoning; from the hand of every beast I will require it, and from the hand of man. From the hand of every man's brother I will require the life of man.
OT	"Whoever sheds man's blood, By man his blood shall be shed; For in the image of God He made man.
OT	And as for you, be fruitful and multiply; Bring forth abundantly in the earth And multiply in it."
OT	Then God spoke to Noah and to his sons with him, saying:
OT	"And as for Me, behold, I establish My covenant with you and with your descendants after you,
OT	Thus I establish My covenant with you: Never again shall all flesh be cut off by the waters of the flood; never again shall there be a flood to destroy the earth."
OT	And God said: "This is the sign of the covenant which I make between Me and you, and every living creature that is with you, for perpetual generations:
OT	I set My rainbow in the cloud, and it shall be for the sign of the covenant between Me and the earth.
OT	It shall be, when I bring a cloud over the earth, that the rainbow shall be seen in the cloud;
OT	and I will remember My covenant which is between Me and you and every living creature of all flesh; the waters shall never again become a flood to destroy all flesh.
OT	The rainbow shall be in the cloud, and I will look on it to remember the everlasting covenant between God and every living creature of all flesh that is on the earth."
OT	And God said to Noah, "This is the sign of the covenant which I have established between Me and all flesh that is on the earth."
OT	Now the sons of Noah who went out of the ark were Shem, Ham, and Japheth. And Ham was the father of Canaan.
OT	These three were the sons of Noah, and from these the whole earth was populated.
OT	And Noah began to be a farmer, and he planted a vineyard.
OT	Then he drank of the wine and was drunk, and became uncovered in his tent.
OT	And Ham, the father of Canaan, saw the nakedness of his father, and told his two brothers outside.
OT	But Shem and Japheth took a garment, laid it on both their shoulders, and went backward and covered the nakedness of their father. Their faces were turned away, and they did not see their father's nakedness.
OT	So Noah awoke from his wine, and knew what his younger son had done to him.
OT	Then he said: "Cursed be Canaan; A servant of servants He shall be to his brethren."
OT	And he said: "Blessed be the LORD, The God of Shem, And may Canaan be his servant.
OT	May God enlarge Japheth, And may he dwell in the tents of Shem; And may Canaan be his servant."
OT	So all the days of Noah were nine hundred and fifty years; and he died.
OT	Now this is the genealogy of the sons of Noah: Shem, Ham, and Japheth. And sons were born to them after the flood.
OT	The sons of Japheth were Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.
OT	The sons of Gomer were Ashkenaz, Riphath, and Togarmah.
OT	The sons of Javan were Elishah, Tarshish, Kittim, and Dodanim.
OT	From these the coastland peoples of the Gentiles were separated into their lands, everyone according to his language, according to their families, into their nations.
OT	The sons of Ham were Cush, Mizraim, Put, and Canaan.
OT	The sons of Cush were Seba, Havilah, Sabtah, Raamah, and Sabtechah; and the sons of Raamah were Sheba and Dedan.
OT	Cush begot Nimrod; he began to be a mighty one on the earth.
OT	He was a mighty hunter before the LORD; therefore it is said, "Like Nimrod the mighty hunter before the LORD."
OT	And the beginning of his kingdom was Babel, Erech, Accad, and Calneh, in the land of Shinar.
OT	From that land he went to Assyria and built Nineveh, Rehoboth Ir, Calah,
OT	and Resen between Nineveh and Calah (that is the principal city).
OT	Mizraim begot Ludim, Anamim, Lehabim, Naphtuhim,
OT	Pathrusim, and Casluhim (from whom came the Philistines and Caphtorim).
OT	Canaan begot Sidon his firstborn, and Heth;
OT	the Jebusite, the Amorite, and the Girgashite;
OT	the Hivite, the Arkite, and the Sinite;
OT	the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were dispersed.
OT	And the border of the Canaanites was from Sidon as you go toward Gerar, as far as Gaza; then as you go toward Sodom, Gomorrah, Admah, and Zeboiim, as far as Lasha.
OT	These were the sons of Ham, according to their families, according to their languages, in their lands and in their nations.
OT	And children were born also to Shem, the father of all the children of Eber, the brother of Japheth the elder.
OT	The sons of Shem were Elam, Asshur, Arphaxad, Lud, and Aram.
OT	The sons of Aram were Uz, Hul, Gether, and Mash.
OT	Arphaxad begot Salah, and Salah begot Eber.
OT	Hadoram, Uzal, Diklah,
OT	Obal, Abimael, Sheba,
OT	Ophir, Havilah, and Jobab. All these were the sons of Joktan.
OT	And their dwelling place was from Mesha as you go toward Sephar, the mountain of the east.
OT	These were the families of the sons of Noah, according to their generations, in their nations; and from these the nations were divided on the earth after the flood.
OT	Now the whole earth had one language and one speech.
OT	And it came to pass, as they journeyed from the east, that they found a plain in the land of Shinar, and they dwelt there.
OT	Then they said to one another, "Come, let us make bricks and bake them thoroughly." They had brick for stone, and they had asphalt for mortar.
OT	And they said, "Come, let us build ourselves a city, and a tower whose top is in the heavens; let us make a name for ourselves, lest we be scattered abroad over the face of the whole earth."
OT	But the LORD came down to see the city and the tower which the sons of men had built.
OT	And the LORD said, "Indeed the people are one and they all have one language, and this is what they begin to do; now nothing that they propose to do will be withheld from them.
OT	Come, let Us go down and there confuse their language, that they may not understand one another's speech."
OT	So the LORD scattered them abroad from there over the face of all the earth, and they ceased building the city.
OT	This is the genealogy of Shem: Shem was one hundred years old, and begot Arphaxad two years after the flood.
OT	After he begot Arphaxad, Shem lived five hundred years, and begot sons and daughters.
OT	Arphaxad lived thirty-five years, and begot Salah.
OT	After he begot Salah, Arphaxad lived four hundred and three years, and begot sons and daughters.
OT	Salah lived thirty years, and begot Eber.
OT	After he begot Eber, Salah lived four hundred and three years, and begot sons and daughters.
OT	Eber lived thirty-four years, and begot Peleg.
OT	After he begot Peleg, Eber lived four hundred and thirty years, and begot sons and daughters.
OT	Peleg lived thirty years, and begot Reu.
OT	After he begot Reu, Peleg lived two hundred and nine years, and begot sons and daughters.
OT	Reu lived thirty-two years, and begot Serug.
OT	After he begot Serug, Reu lived two hundred and seven years, and begot sons and daughters.
OT	Serug lived thirty years, and begot Nahor.
OT	After he begot Nahor, Serug lived two hundred years, and begot sons and daughters.
OT	Nahor lived twenty-nine years, and begot Terah.
OT	After he begot Terah, Nahor lived one hundred and nineteen years, and begot sons and daughters.
OT	Now Terah lived seventy years, and begot Abram, Nahor, and Haran.
OT	This is the genealogy of Terah: Terah begot Abram, Nahor, and Haran. Haran begot Lot.
OT	And Haran died before his father Terah in his native land, in Ur of the Chaldeans.
OT	Then Abram and Nahor took wives: the name of Abram's wife was Sarai, and the name of Nahor's wife, Milcah, the daughter of Haran the father of Milcah and the father of Iscah.
OT	But Sarai was barren; she had no child.
OT	And Terah took his son Abram and his grandson Lot, the son of Haran, and his daughter-in-law Sarai, his son Abram's wife, and they went out with them from Ur of the Chaldeans to go to the land of Canaan; and they came to Haran and dwelt there.
OT	So the days of Terah were two hundred and five years, and Terah died in Haran.
OT	Now the LORD had said to Abram: "Get out of your country, From your family And from your father's house, To a land that I will show you.
OT	I will make you a great nation; I will bless you And make your name great; And you shall be a blessing.
OT	I will bless those who bless you, And I will curse him who curses you; And in you all the families of the earth shall be blessed."
OT	Then Abram took Sarai his wife and Lot his brother's son, and all their possessions that they had gathered, and the people whom they had acquired in Haran, and they departed to go to the land of Canaan. So they came to the land of Canaan.
OT	Abram passed through the land to the place of Shechem, as far as the terebinth tree of Moreh. And the Canaanites were then in the land.
OT	Then the LORD appeared to Abram and said, "To your descendants I will give this land." And there he built an altar to the LORD, who had appeared to him.
OT	So Abram journeyed, going on still toward the South.
OT	Now there was a famine in the land, and Abram went down to Egypt to dwell there, for the famine was severe in the land.
OT	And it came to pass, when he was close to entering Egypt, that he said to Sarai his wife, "Indeed I know that you are a woman of beautiful countenance.
OT	Therefore it will happen, when the Egyptians see you, that they will say, "This is his wife'; and they will kill me, but they will let you live.
OT	Please say you are my sister, that it may be well with me for your sake, and that I may live because of you."
OT	So it was, when Abram came into Egypt, that the Egyptians saw the woman, that she was very beautiful.
OT	The princes of Pharaoh also saw her and commended her to Pharaoh. And the woman was taken to Pharaoh's house.
OT	He treated Abram well for her sake. He had sheep, oxen, male donkeys, male and female servants, female donkeys, and camels.
OT	But the LORD plagued Pharaoh and his house with great plagues because of Sarai, Abram's wife.
OT	And Pharaoh called Abram and said, "What is this you have done to me? Why did you not tell me that she was your wife?
OT	Why did you say, "She is my sister'? I might have taken her as my wife. Now therefore, here is your wife; take her and go your way."
OT	So Pharaoh commanded his men concerning him; and they sent him away, with his wife and all that he had.
OT	Then Abram went up from Egypt, he and his wife and all that he had, and Lot with him, to the South.
OT	Abram was very rich in livestock, in silver, and in gold.
OT	And he went on his journey from the South as far as Bethel, to the place where his tent had been at the beginning, between Bethel and Ai,
OT	to the place of the altar which he had made there at first. And there Abram called on the name of the LORD.
OT	Now the land was not able to support them, that they might dwell together, for their possessions were so great that they could not dwell together.
OT	And there was strife between the herdsmen of Abram's livestock and the herdsmen of Lot's livestock. The Canaanites and the Perizzites then dwelt in the land.
OT	So Abram said to Lot, "Please let there be no strife between you and me, and between my herdsmen and your herdsmen; for we are brethren.
OT	Is not the whole land before you? Please separate from me. If you take the left, then I will go to the right; or, if you go to the right, then I will go to the left."
OT	Then Lot chose for himself all the plain of Jordan, and Lot journeyed east. And they separated from each other.
OT	Abram dwelt in the land of Canaan, and Lot dwelt in the cities of the plain and pitched his tent even as far as Sodom.
OT	And the LORD said to Abram, after Lot had separated from him: "Lift your eyes now and look from the place where you are--northward, southward, eastward, and westward;
OT	for all the land which you see I give to you and your descendants forever.
OT	And I will make your descendants as the dust of the earth; so that if a man could number the dust of the earth, then your descendants also could be numbered.
OT	Arise, walk in the land through its length and its width, for I give it to you."
OT	Then Abram moved his tent, and went and dwelt by the terebinth trees of Mamre, which are in Hebron, and built an altar there to the LORD.
OT	And it came to pass in the days of Amraphel king of Shinar, Arioch king of Ellasar, Chedorlaomer king of Elam, and Tidal king of nations,
OT	that they made war with Bera king of Sodom, Birsha king of Gomorrah, Shinab king of Admah, Shemeber king of Zeboiim, and the king of Bela (that is, Zoar).
OT	All these joined together in the Valley of Siddim (that is, the Salt Sea).
OT	Twelve years they served Chedorlaomer, and in the thirteenth year they rebelled.
OT	In the fourteenth year Chedorlaomer and the kings that were with him came and attacked the Rephaim in Ashteroth Karnaim, the Zuzim in Ham, the Emim in Shaveh Kiriathaim,
OT	And the king of Sodom, the king of Gomorrah, the king of Admah, the king of Zeboiim, and the king of Bela (that is, Zoar) went out and joined together in battle in the Valley of Siddim
OT	against Chedorlaomer king of Elam, Tidal king of nations, Amraphel king of Shinar, and Arioch king of Ellasar--four kings against five.
OT	Now the Valley of Siddim was full of asphalt pits; and the kings of Sodom and Gomorrah fled; some fell there, and the remainder fled to the mountains.
OT	Then they took all the goods of Sodom and Gomorrah, and all their provisions, and went their way.
OT	They also took Lot, Abram's brother's son who dwelt in Sodom, and his goods, and departed.
OT	Then one who had escaped came and told Abram the Hebrew, for he dwelt by the terebinth trees of Mamre the Amorite, brother of Eshcol and brother of Aner; and they were allies with Abram.
OT	Now when Abram heard that his brother was taken captive, he armed his three hundred and eighteen trained servants who were born in his own house, and went in pursuit as far as Dan.
OT	He divided his forces against them by night, and he and his servants attacked them and pursued them as far as Hobah, which is north of Damascus.
OT	So he brought back all the goods, and also brought back his brother Lot and his goods, as well as the women and the people.
OT	And the king of Sodom went out to meet him at the Valley of Shaveh (that is, the King's Valley), after his return from the defeat of Chedorlaomer and the kings who were with him.
OT	Then Melchizedek king of Salem brought out bread and wine; he was the priest of God Most High.
OT	And he blessed him and said: "Blessed be Abram of God Most High, Possessor of heaven and earth;
OT	But Abram said to the king of Sodom, "I have raised my hand to the LORD, God Most High, the Possessor of heaven and earth,
OT	that I will take nothing, from a thread to a sandal strap, and that I will not take anything that is yours, lest you should say, "I have made Abram rich'--
OT	except only what the young men have eaten, and the portion of the men who went with me: Aner, Eshcol, and Mamre; let them take their portion."
OT	After these things the word of the LORD came to Abram in a vision, saying, "Do not be afraid, Abram. I am your shield, your exceedingly great reward."
OT	But Abram said, "Lord GOD, what will You give me, seeing I go childless, and the heir of my house is Eliezer of Damascus?"
OT	Then Abram said, "Look, You have given me no offspring; indeed one born in my house is my heir!"
OT	And behold, the word of the LORD came to him, saying, "This one shall not be your heir, but one who will come from your own body shall be your heir."
OT	Then He brought him outside and said, "Look now toward heaven, and count the stars if you are able to number them." And He said to him, "So shall your descendants be."
OT	And he believed in the LORD, and He accounted it to him for righteousness.
