1,9684,4.5861
1,5690,3.7444
1,6850,3.6325
1,9574,3.3599
1,9584,3.3599
1,5805,3.2844
1,8276,3.2257
1,9616,3.1814
1,5014,3.0769
1,7980,3.0168
1,5023,2.9964
1,7434,2.9964
1,7853,2.9964
1,8911,2.9964
1,9891,2.9564
1,9805,2.9376
1,8957,2.9224
1,8446,2.8826
1,8564,2.8559
1,8170,2.8328
1,8419,2.8294
1,9951,2.8106
1,9281,2.8084
1,7821,2.8013
1,8604,2.7515
1,5360,2.7082
1,6474,2.6910
1,6909,2.6587
1,9478,2.6532
1,9665,2.6532
1,5608,2.6510
1,6050,2.6488
1,7879,2.6322
1,5841,2.6189
1,6675,2.6189
1,8362,2.6189
1,5776,2.5719
1,6915,2.5719
1,7965,2.5719
1,9192,2.5719
1,9198,2.5719
1,7542,2.5397
1,8100,2.5225
1,9116,2.5225
1,9530,2.5225
1,7142,2.4981
1,8326,2.4981
1,9499,2.4981
1,9853,2.4981
1,5338,2.4658
1,7183,2.4658
1,7744,2.4658
1,8791,2.4637
1,5101,2.4238
1,6967,2.4238
1,7532,2.4238
1,8124,2.4238
1,9090,2.4238
1,9652,2.4238
1,7580,2.4071
1,6796,2.4050
1,5807,2.4029
1,6171,2.4029
1,7206,2.4029
1,7396,2.4029
1,8684,2.4029
1,9591,2.4029
1,5728,2.3879
1,5099,2.3706
1,7553,2.3706
1,8438,2.3706
1,9422,2.3706
1,6696,2.3629
1,6182,2.3119
1,5495,2.2714
1,7872,2.2714
1,8860,2.2714
1,5569,2.2687
1,6521,2.2687
1,6578,2.2687
1,7623,2.2687
1,7844,2.2687
1,9327,2.2687
1,9484,2.2687
1,9589,2.2687
1,9069,2.2516
1,5902,2.2365
1,6955,2.2365
1,7160,2.2365
1,10004,2.2365
1,5625,2.2344
1,5883,2.2344
1,6197,2.2344
1,6214,2.2344
1,6558,2.2344
1,7838,2.2344
1,8325,2.2344
1,8537,2.2344
1,9105,2.2344
1,9232,2.2344
1,9663,2.2344
1,9739,2.2344
1,9831,2.2344
1,6008,2.1777
1,6672,2.1777
1,7369,2.1777
1,7890,2.1777
1,8856,2.1777
1,9188,2.1777
1,9595,2.1777
1,5373,2.1756
1,8914,2.1756
1,8871,2.1702
1,5693,2.0825
1,6104,2.0825
1,6125,2.0825
1,6919,2.0825
1,7211,2.0825
1,7736,2.0825
1,9241,2.0464
1,5571,2.0393
1,5579,2.0393
1,5921,2.0393
1,6116,2.0393
1,6244,2.0393
1,6368,2.0393
1,6589,2.0393
1,6715,2.0393
1,6808,2.0393
1,6951,2.0393
1,7353,2.0393
1,7394,2.0393
1,7887,2.0393
1,7981,2.0393
1,8166,2.0393
1,8173,2.0393
1,8195,2.0393
1,8245,2.0393
1,8409,2.0393
1,8425,2.0393
1,8499,2.0393
1,8709,2.0393
1,8804,2.0393
1,9156,2.0393
1,9389,2.0393
1,9394,2.0393
1,9625,2.0393
1,9784,2.0393
1,5174,2.0071
1,6029,2.0071
2,7755,5.4065
2,10026,5.0226
2,5130,4.9463
2,6586,4.7775
2,5816,4.7220
2,9081,4.6764
2,7947,4.4094
2,5638,4.2256
2,7833,3.9159
2,9788,3.8987
2,5756,3.8524
2,5884,3.8334
2,7117,3.8254
2,7758,3.8161
2,10016,3.7745
2,8408,3.7465
2,10015,3.7419
2,5070,3.6973
2,8662,3.6768
2,6558,3.6715
2,10019,3.6570
2,8177,3.6474
2,9749,3.6358
2,9389,3.6005
2,5211,3.5854
2,6838,3.5379
2,9661,3.5294
2,10017,3.5290
2,6491,3.4868
2,8939,3.4075
2,8181,3.1847
2,9940,3.1628
2,10024,3.0846
2,6641,3.0762
2,5569,3.0538
2,8754,3.0492
2,6085,3.0172
2,5771,3.0038
2,7452,2.9323
2,7123,2.9177
2,9762,2.9177
2,10022,2.9123
2,10025,2.9123
2,8115,2.8927
2,6217,2.8608
2,6213,2.8566
2,9713,2.8566
2,9569,2.8423
2,8310,2.8066
2,8413,2.8066
2,5485,2.7962
2,6748,2.7351
2,8843,2.7351
2,9721,2.7351
2,7599,2.6822
2,6080,2.6816
2,8555,2.6816
2,9576,2.6816
2,6668,2.6126
2,7451,2.5787
2,9099,2.5764
2,7854,2.5320
2,5860,2.5287
